ID,Number of Balls Faced,Batting Runs,Dismissals,Batting Strike Rate,Average,Number of Balls Bowled,Runs off Bowling,Wickets,Bowling Strike Rate,Economy,Batting Index
89b7e368,5.0,5.0,1.0,100.0,5.0,111.0,125.0,2.0,62.5,6.76,10.0
f59b3bd1,25.0,21.0,4.0,84.0,5.25,453.0,605.0,29.0,20.86,8.01,8.82
0b7363da,10.0,7.0,2.0,70.0,3.5,444.0,544.0,31.0,17.55,7.35,4.9
bf64dc29,339.0,353.0,14.0,104.13,25.21,0.0,0.0,0.0,0.0,0.0,52.502345999999996
0f88e2dc,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8cc58c9,2616.0,3113.0,93.0,119.0,33.47,74.0,89.0,2.0,44.5,7.22,79.65859999999999
151d88b3,29.0,39.0,5.0,134.48,7.8,563.0,724.0,36.0,20.11,7.72,20.97888
90f47cf2,2951.0,3873.0,126.0,131.24,30.74,0.0,0.0,0.0,0.0,0.0,80.686352
de3acffe,1.0,0.0,1.0,0.0,0.0,35.0,30.0,2.0,15.0,5.14,0.0
957819df,4.0,4.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0
af19aa66,111.0,197.0,5.0,177.48,39.4,78.0,84.0,2.0,42.0,6.46,139.85424
d5b52676,48.0,79.0,3.0,164.58,26.33,0.0,0.0,0.0,0.0,0.0,86.66782800000001
db767b89,45.0,47.0,5.0,104.44,9.4,565.0,709.0,20.0,35.45,7.53,19.63472
99d7d5b7,3.0,0.0,0.0,0.0,0.0,217.0,271.0,10.0,27.1,7.49,0.0
670709ec,16.0,6.0,2.0,37.5,3.0,55.0,82.0,1.0,82.0,8.95,2.25
bbd41817,3794.0,6170.0,222.0,162.63,27.79,5853.0,7758.0,323.0,24.02,7.95,90.389754
8e81b773,383.0,352.0,17.0,91.91,20.71,0.0,0.0,0.0,0.0,0.0,38.069122
21b97584,33.0,38.0,3.0,115.15,12.67,155.0,212.0,15.0,14.13,8.21,29.17901
98614193,38.0,16.0,4.0,42.11,4.0,84.0,83.0,6.0,13.83,5.93,3.3688
b816c2a5,43.0,44.0,2.0,102.33,22.0,6.0,7.0,0.0,7.0,7.0,45.0252
1efb8a28,549.0,692.0,26.0,126.05,26.62,0.0,0.0,0.0,0.0,0.0,67.10902
7f87204d,14.0,9.0,3.0,64.29,3.0,0.0,0.0,0.0,0.0,0.0,3.8574
527c2dab,24.0,23.0,1.0,95.83,23.0,30.0,51.0,1.0,51.0,10.2,44.0818
4603914b,67.0,73.0,7.0,108.96,10.43,119.0,153.0,4.0,38.25,7.71,22.729055999999996
7bb62642,69.0,63.0,4.0,91.3,15.75,0.0,0.0,0.0,0.0,0.0,28.7595
397f4d3a,30.0,37.0,2.0,123.33,18.5,140.0,199.0,7.0,28.43,8.53,45.6321
5f5e0c8c,75.0,71.0,7.0,94.67,10.14,0.0,0.0,0.0,0.0,0.0,19.199076
8e4ef717,2.0,0.0,0.0,0.0,0.0,51.0,44.0,4.0,11.0,5.18,0.0
3dd30077,28.0,23.0,3.0,82.14,7.67,104.0,128.0,4.0,32.0,7.38,12.600276
c42aaf71,486.0,514.0,24.0,105.76,21.42,42.0,42.0,0.0,42.0,6.0,45.307584000000006
c41ba637,328.0,339.0,16.0,103.35,21.19,0.0,0.0,0.0,0.0,0.0,43.79973
730d120f,1165.0,1350.0,49.0,115.88,27.55,0.0,0.0,0.0,0.0,0.0,63.849880000000006
b7824537,67.0,21.0,1.0,31.34,21.0,76.0,62.0,8.0,7.75,4.89,13.162799999999999
ae01eb1e,11.0,11.0,0.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,22.0
bf7842c9,245.0,307.0,19.0,125.31,16.16,171.0,258.0,8.0,32.25,9.05,40.500192
479da8f9,10.0,6.0,1.0,60.0,6.0,173.0,170.0,3.0,56.67,5.9,7.2
82fc5e8d,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,21.0,21.0,0.0
1bb0993e,37.0,37.0,6.0,100.0,6.17,1006.0,1269.0,59.0,21.51,7.57,12.34
935678ee,35.0,43.0,3.0,122.86,14.33,7.0,2.0,0.0,2.0,1.71,35.211676000000004
26989d80,47.0,69.0,4.0,146.81,17.25,13.0,19.0,0.0,19.0,8.77,50.649449999999995
77bedcce,89.0,154.0,4.0,173.03,38.5,0.0,0.0,0.0,0.0,0.0,133.2331
b8b95e44,28.0,10.0,3.0,35.71,3.33,24.0,42.0,3.0,14.0,10.5,2.378286
ad46c747,44.0,41.0,5.0,93.18,8.2,327.0,403.0,16.0,25.19,7.39,15.28152
b56f5b6f,11.0,19.0,1.0,172.73,19.0,0.0,0.0,0.0,0.0,0.0,65.6374
c01852c6,20.0,19.0,3.0,95.0,6.33,81.0,90.0,2.0,45.0,6.67,12.027000000000001
78cb83f3,121.0,76.0,11.0,62.81,6.91,2253.0,2896.0,136.0,21.29,7.71,8.680342000000001
e9ea5eb5,37.0,43.0,1.0,116.22,43.0,92.0,112.0,3.0,37.33,7.3,99.9492
b57f8a9a,3143.0,3979.0,115.0,126.6,34.6,368.0,460.0,22.0,20.91,7.5,87.60719999999999
c3ce33a2,1.0,0.0,1.0,0.0,0.0,62.0,63.0,4.0,15.75,6.1,0.0
1fc6ef83,827.0,942.0,49.0,113.91,19.22,0.0,0.0,0.0,0.0,0.0,43.787003999999996
0c5bb005,260.0,321.0,18.0,123.46,17.83,375.0,596.0,21.0,28.38,9.54,44.02583599999999
7bbeac6d,31.0,25.0,2.0,80.65,12.5,202.0,180.0,10.0,18.0,5.35,20.1625
e454c356,27.0,17.0,2.0,62.96,8.5,39.0,54.0,1.0,54.0,8.31,10.703199999999999
abb7c76c,0.0,0.0,0.0,0.0,0.0,78.0,103.0,3.0,34.33,7.92,0.0
9f54ae00,4.0,1.0,0.0,25.0,1.0,139.0,179.0,3.0,59.67,7.73,0.5
88867cac,26.0,24.0,2.0,92.31,12.0,178.0,215.0,12.0,17.92,7.25,22.1544
5d69930d,23.0,17.0,1.0,73.91,17.0,0.0,0.0,0.0,0.0,0.0,25.1294
e1d6101f,14.0,9.0,1.0,64.29,9.0,0.0,0.0,0.0,0.0,0.0,11.5722
896d78ad,1836.0,2136.0,90.0,116.34,23.73,1959.0,2351.0,70.0,33.59,7.2,55.214964
c8179c68,30.0,28.0,2.0,93.33,14.0,1101.0,1422.0,47.0,30.26,7.75,26.132399999999997
45c008f4,16.0,12.0,1.0,75.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0
c8f5f961,124.0,129.0,8.0,104.03,16.12,0.0,0.0,0.0,0.0,0.0,33.539272000000004
572f55fb,171.0,182.0,8.0,106.43,22.75,0.0,0.0,0.0,0.0,0.0,48.425650000000005
db2114f1,30.0,39.0,2.0,130.0,19.5,91.0,114.0,3.0,38.0,7.52,50.7
6c19c6e5,327.0,442.0,19.0,135.17,23.26,1.0,6.0,0.0,6.0,36.0,62.881084
85aae393,86.0,88.0,1.0,102.33,88.0,943.0,1083.0,40.0,27.08,6.89,180.1008
2f873ad6,197.0,196.0,11.0,99.49,17.82,0.0,0.0,0.0,0.0,0.0,35.458236
e16e7347,600.0,665.0,27.0,110.83,24.63,177.0,178.0,9.0,19.78,6.03,54.594857999999995
2e929b99,212.0,300.0,11.0,141.51,27.27,0.0,0.0,0.0,0.0,0.0,77.179554
732ce0c2,0.0,0.0,0.0,0.0,0.0,54.0,48.0,4.0,12.0,5.33,0.0
7bd03d63,19.0,10.0,4.0,52.63,2.5,137.0,173.0,5.0,34.6,7.58,2.6315000000000004
7ca5e05d,4968.0,5826.0,203.0,117.27,28.7,3690.0,4287.0,169.0,25.37,6.97,67.31298
6a63c29c,9.0,2.0,3.0,22.22,0.67,357.0,256.0,24.0,10.67,4.3,0.297748
f53d6c10,34.0,38.0,3.0,111.76,12.67,0.0,0.0,0.0,0.0,0.0,28.319983999999998
214f6461,66.0,57.0,6.0,86.36,9.5,41.0,48.0,1.0,48.0,7.02,16.4084
2090e94d,35.0,44.0,4.0,125.71,11.0,0.0,0.0,0.0,0.0,0.0,27.6562
96bb4af9,28.0,20.0,1.0,71.43,20.0,0.0,0.0,0.0,0.0,0.0,28.572000000000003
123e663a,8.0,5.0,2.0,62.5,2.5,36.0,31.0,1.0,31.0,5.17,3.125
a75a78eb,513.0,579.0,21.0,112.87,27.57,282.0,286.0,13.0,22.0,6.09,62.236518000000004
8cae5b48,170.0,249.0,15.0,146.47,16.6,0.0,0.0,0.0,0.0,0.0,48.62804
be3ffb65,2.0,2.0,0.0,100.0,2.0,108.0,127.0,5.0,25.4,7.06,4.0
fcbf5a30,0.0,0.0,0.0,0.0,0.0,43.0,47.0,3.0,15.67,6.56,0.0
5574750c,393.0,551.0,30.0,140.2,18.37,2818.0,3282.0,153.0,21.45,6.99,51.509479999999996
6eea0b32,1063.0,1145.0,62.0,107.71,18.47,976.0,1214.0,39.0,31.13,7.46,39.788073999999995
afa78c3a,3243.0,4308.0,179.0,132.84,24.07,1211.0,1512.0,53.0,28.53,7.49,63.94917600000001
7c70083d,5.0,1.0,1.0,20.0,1.0,27.0,40.0,0.0,40.0,8.89,0.4
5.43E+27,6.0,3.0,1.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
1afd4f89,0.0,0.0,0.0,0.0,0.0,91.0,111.0,0.0,111.0,7.32,0.0
e21bc7f3,1059.0,1296.0,44.0,122.38,29.45,445.0,519.0,21.0,24.71,7.0,72.08182
99b75528,4793.0,6750.0,195.0,140.83,34.62,0.0,0.0,0.0,0.0,0.0,97.510692
2d4465da,0.0,0.0,0.0,0.0,0.0,64.0,75.0,3.0,25.0,7.03,0.0
8299b9a2,150.0,217.0,9.0,144.67,24.11,39.0,41.0,3.0,13.67,6.31,69.759874
ac3c3cab,7.0,2.0,1.0,28.57,2.0,6.0,8.0,0.0,8.0,8.0,1.1428
d11d472e,9.0,12.0,1.0,133.33,12.0,36.0,59.0,4.0,14.75,9.83,31.999200000000002
e68dd455,354.0,484.0,32.0,136.72,15.12,0.0,0.0,0.0,0.0,0.0,41.344128
eb5aa5b9,86.0,151.0,6.0,175.58,25.17,472.0,421.0,25.0,16.84,5.35,88.386972
2a03bd2f,379.0,401.0,10.0,105.8,40.1,183.0,244.0,4.0,61.0,8.0,84.8516
30811a4b,29.0,15.0,2.0,51.72,7.5,0.0,0.0,0.0,0.0,0.0,7.757999999999999
a510bdd3,447.0,569.0,37.0,127.29,15.38,1379.0,1943.0,52.0,37.37,8.45,39.15440400000001
b64e3749,19.0,18.0,2.0,94.74,9.0,100.0,133.0,2.0,66.5,7.98,17.0532
9f308dfc,313.0,378.0,15.0,120.77,25.2,0.0,0.0,0.0,0.0,0.0,60.86808
8bee668b,84.0,91.0,4.0,108.33,22.75,0.0,0.0,0.0,0.0,0.0,49.290150000000004
dd09ff8e,242.0,307.0,24.0,126.86,12.79,2355.0,2617.0,86.0,30.43,6.67,32.450787999999996
c01d7726,15.0,19.0,3.0,126.67,6.33,96.0,71.0,7.0,10.14,4.44,16.036422
95085a7d,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,10.0,10.0,0.0
a4a2a0c0,222.0,194.0,19.0,87.39,10.21,1.0,0.0,0.0,0.0,0.0,17.845038000000002
d3893060,27.0,16.0,2.0,59.26,8.0,13.0,36.0,0.0,36.0,16.62,9.4816
5470418a,6.0,1.0,2.0,16.67,0.5,58.0,61.0,4.0,15.25,6.31,0.16670000000000001
52f08be8,14.0,15.0,2.0,107.14,7.5,227.0,277.0,12.0,23.08,7.32,16.070999999999998
b9be6507,40.0,49.0,7.0,122.5,7.0,0.0,0.0,0.0,0.0,0.0,17.15
a22fb7b5,331.0,350.0,24.0,105.74,14.58,0.0,0.0,0.0,0.0,0.0,30.833784
33a364a6,290.0,342.0,29.0,117.93,11.79,1661.0,1986.0,71.0,27.97,7.17,27.807894
765a4731,6.0,6.0,0.0,100.0,6.0,267.0,365.0,16.0,22.81,8.2,12.0
0095ce38,363.0,501.0,20.0,138.02,25.05,85.0,87.0,3.0,29.0,6.14,69.14802
c89e4c9f,18.0,29.0,2.0,161.11,14.5,76.0,130.0,4.0,32.5,10.26,46.721900000000005
4f421623,29.0,37.0,3.0,127.59,12.33,12.0,18.0,0.0,18.0,9.0,31.463694
1bdbf53b,269.0,306.0,12.0,113.75,25.5,78.0,106.0,1.0,106.0,8.15,58.0125
681f522f,95.0,72.0,10.0,75.79,7.2,191.0,152.0,15.0,10.13,4.77,10.913760000000002
7d5e0b78,1048.0,1286.0,46.0,122.71,27.96,523.0,678.0,14.0,48.43,7.78,68.619432
213fd5e9,0.0,0.0,0.0,0.0,0.0,25.0,35.0,0.0,35.0,8.4,0.0
530b20e3,18.0,20.0,3.0,111.11,6.67,183.0,240.0,9.0,26.67,7.87,14.822074
34b8b1b5,16.0,11.0,3.0,68.75,3.67,86.0,120.0,2.0,60.0,8.37,5.04625
8a686d30,8.0,5.0,1.0,62.5,5.0,0.0,0.0,0.0,0.0,0.0,6.25
78eb4223,53.0,56.0,8.0,105.66,7.0,798.0,898.0,26.0,34.54,6.75,14.7924
612a395c,17.0,17.0,1.0,100.0,17.0,6.0,8.0,0.0,8.0,8.0,34.0
5c93efb1,45.0,67.0,6.0,148.89,11.17,146.0,169.0,3.0,56.33,6.95,33.262026
034b4b7d,3.0,4.0,1.0,133.33,4.0,371.0,531.0,12.0,44.25,8.59,10.666400000000001
f104c434,32.0,28.0,4.0,87.5,7.0,264.0,314.0,13.0,24.15,7.14,12.25
556302a7,704.0,867.0,47.0,123.15,18.45,305.0,463.0,11.0,42.09,9.11,45.44235
56c0966b,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7ae1aad9,40.0,32.0,1.0,80.0,32.0,168.0,141.0,6.0,23.5,5.04,51.2
2a236847,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,16.0,4.0,0.0
cc23e91e,0.0,0.0,0.0,0.0,0.0,56.0,80.0,2.0,40.0,8.57,0.0
449f4e3c,46.0,26.0,8.0,56.52,3.25,776.0,971.0,41.0,23.68,7.51,3.6738
373954ca,21.0,21.0,3.0,100.0,7.0,75.0,84.0,3.0,28.0,6.72,14.0
4957b300,0.0,0.0,0.0,0.0,0.0,102.0,114.0,7.0,16.29,6.71,0.0
f56cd097,96.0,80.0,14.0,83.33,5.71,2133.0,2763.0,120.0,23.02,7.77,9.516286000000001
8dc152d1,28.0,42.0,1.0,150.0,42.0,118.0,153.0,4.0,38.25,7.78,126.0
ae4006ad,14.0,11.0,0.0,78.57,11.0,8.0,7.0,1.0,7.0,5.25,17.2854
9550470d,924.0,1145.0,50.0,123.92,22.9,0.0,0.0,0.0,0.0,0.0,56.75536
819ae1ad,24.0,21.0,3.0,87.5,7.0,50.0,52.0,3.0,17.33,6.24,12.25
9b79b9de,6.0,7.0,1.0,116.67,7.0,47.0,92.0,1.0,92.0,11.74,16.3338
271f83cd,2197.0,2995.0,97.0,136.32,30.88,6.0,8.0,0.0,8.0,8.0,84.191232
3a6c6e3a,39.0,60.0,3.0,153.85,20.0,6.0,10.0,0.0,10.0,10.0,61.54
fe763256,865.0,985.0,42.0,113.87,23.45,222.0,329.0,6.0,54.83,8.89,53.40503
04ef663a,111.0,102.0,7.0,91.89,14.57,36.0,44.0,1.0,44.0,7.33,26.776746000000003
edc2a9c6,0.0,0.0,0.0,0.0,0.0,24.0,6.0,1.0,6.0,1.5,0.0
6d27e42d,146.0,138.0,7.0,94.52,19.71,0.0,0.0,0.0,0.0,0.0,37.259783999999996
9a2fc964,116.0,121.0,13.0,104.31,9.31,1044.0,1072.0,57.0,18.81,6.16,19.422522
a5efce80,47.0,37.0,2.0,78.72,18.5,0.0,0.0,0.0,0.0,0.0,29.1264
1a8eebbe,167.0,143.0,17.0,85.63,8.41,1788.0,2287.0,90.0,25.41,7.67,14.402966
b0aadf4f,55.0,81.0,4.0,147.27,20.25,0.0,0.0,0.0,0.0,0.0,59.64435
3d0ed2f9,57.0,52.0,6.0,91.23,8.67,1573.0,2220.0,102.0,21.76,8.47,15.819282000000001
195fb6db,13.0,9.0,2.0,69.23,4.5,352.0,426.0,16.0,26.62,7.26,6.230700000000001
06c2de82,1208.0,1677.0,79.0,138.82,21.23,2050.0,2897.0,104.0,27.86,8.48,58.942972
0a5718ef,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,14.0,12.0,0.0
d66edc9a,5.0,3.0,1.0,60.0,3.0,226.0,295.0,9.0,32.78,7.83,3.6
5eea345c,603.0,660.0,23.0,109.45,28.7,0.0,0.0,0.0,0.0,0.0,62.8243
0c5c3a87,109.0,72.0,13.0,66.06,5.54,0.0,0.0,0.0,0.0,0.0,7.3194479999999995
ba377b40,338.0,446.0,22.0,131.95,20.27,651.0,783.0,27.0,29.0,7.22,53.492529999999995
593513d5,141.0,173.0,14.0,122.7,12.36,0.0,0.0,0.0,0.0,0.0,30.331439999999997
2d5c6e88,42.0,36.0,2.0,85.71,18.0,32.0,52.0,1.0,52.0,9.75,30.8556
0e34c23a,100.0,164.0,6.0,164.0,27.33,54.0,60.0,5.0,12.0,6.67,89.6424
5335c5a7,66.0,36.0,5.0,54.55,7.2,0.0,0.0,0.0,0.0,0.0,7.8552
b274dbbd,15.0,24.0,2.0,160.0,12.0,0.0,0.0,0.0,0.0,0.0,38.4
29e95537,3812.0,4449.0,151.0,116.71,29.46,6.0,5.0,1.0,5.0,5.0,68.765532
a4cc73aa,2735.0,3601.0,127.0,131.66,28.35,0.0,0.0,0.0,0.0,0.0,74.65122000000001
9f998ed8,32.0,39.0,5.0,121.88,7.8,338.0,282.0,24.0,11.75,5.01,19.013279999999998
65122d56,19.0,14.0,1.0,73.68,14.0,224.0,264.0,9.0,29.33,7.07,20.630399999999998
a56f4b65,264.0,324.0,13.0,122.73,24.92,77.0,74.0,2.0,37.0,5.77,61.16863200000001
2b0f2af3,4.0,3.0,0.0,75.0,3.0,220.0,302.0,12.0,25.17,8.24,4.5
3c87f0c3,115.0,118.0,8.0,102.61,14.75,617.0,605.0,45.0,13.44,5.88,30.269949999999998
24cacd0a,126.0,123.0,9.0,97.62,13.67,0.0,0.0,0.0,0.0,0.0,26.689308
5d38476c,38.0,33.0,2.0,86.84,16.5,24.0,26.0,1.0,26.0,6.5,28.657200000000003
44a18ad8,19.0,23.0,2.0,121.05,11.5,231.0,262.0,14.0,18.71,6.81,27.8415
c290033d,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1.0,23.0,6.9,0.0
5d6a1f76,166.0,263.0,4.0,158.43,65.75,94.0,131.0,7.0,18.71,8.36,208.33545
093ae70b,51.0,52.0,5.0,101.96,10.4,591.0,581.0,36.0,16.14,5.9,21.20768
f059910f,25.0,11.0,1.0,44.0,11.0,4.0,14.0,0.0,14.0,21.0,9.68
710e1a5c,19.0,9.0,1.0,47.37,9.0,0.0,0.0,0.0,0.0,0.0,8.5266
c2b6764d,341.0,352.0,16.0,103.23,22.0,75.0,123.0,3.0,41.0,9.84,45.4212
8fd1a8f5,226.0,216.0,28.0,95.58,7.71,4110.0,4306.0,209.0,20.6,6.29,14.738436
4fd09cfc,1136.0,1594.0,64.0,140.32,24.91,26.0,66.0,0.0,66.0,15.23,69.907424
8919756f,1154.0,1266.0,52.0,109.71,24.35,580.0,702.0,21.0,33.43,7.26,53.42877000000001
658c2e71,19.0,24.0,3.0,126.32,8.0,148.0,116.0,9.0,12.89,4.7,20.211199999999998
0331c99a,34.0,23.0,3.0,67.65,7.67,78.0,96.0,6.0,16.0,7.38,10.37751
c3f7898b,776.0,924.0,33.0,119.07,28.0,0.0,0.0,0.0,0.0,0.0,66.6792
c4a60a7b,2.0,0.0,1.0,0.0,0.0,13.0,20.0,0.0,20.0,9.23,0.0
fc6f22e9,18.0,21.0,1.0,116.67,21.0,122.0,181.0,5.0,36.2,8.9,49.001400000000004
28d6c44d,41.0,38.0,3.0,92.68,12.67,138.0,161.0,10.0,16.1,7.0,23.485112000000004
6f02fe2a,342.0,506.0,11.0,147.95,46.0,24.0,24.0,3.0,8.0,6.0,136.114
d2d4bb0a,614.0,824.0,33.0,134.2,24.97,0.0,0.0,0.0,0.0,0.0,67.01947999999999
eea6b7f1,258.0,306.0,14.0,118.6,21.86,0.0,0.0,0.0,0.0,0.0,51.85192
c0c411cb,167.0,144.0,18.0,86.23,8.0,1679.0,2072.0,93.0,22.28,7.4,13.796800000000001
2b55c3b4,1053.0,1279.0,63.0,121.46,20.3,0.0,0.0,0.0,0.0,0.0,49.31276
0a9d8b61,704.0,725.0,39.0,102.98,18.59,150.0,222.0,4.0,55.5,8.88,38.287964
10435ca2,738.0,984.0,39.0,133.33,25.23,48.0,70.0,3.0,23.33,8.75,67.27831800000001
6b07c151,92.0,81.0,6.0,88.04,13.5,6.0,11.0,0.0,11.0,11.0,23.770800000000005
59ea70a4,432.0,541.0,21.0,125.23,25.76,0.0,0.0,0.0,0.0,0.0,64.518496
755a77c6,497.0,616.0,34.0,123.94,18.12,0.0,0.0,0.0,0.0,0.0,44.915856000000005
800d2d97,107.0,171.0,6.0,159.81,28.5,0.0,0.0,0.0,0.0,0.0,91.0917
f32d890a,444.0,512.0,13.0,115.32,39.38,0.0,0.0,0.0,0.0,0.0,90.826032
72918338,663.0,896.0,45.0,135.14,19.91,0.0,0.0,0.0,0.0,0.0,53.81274799999999
f7b2cbe8,71.0,68.0,4.0,95.77,17.0,235.0,224.0,20.0,11.2,5.72,32.5618
05cf8905,1.0,0.0,0.0,0.0,0.0,18.0,25.0,0.0,25.0,8.33,0.0
afe3355a,12.0,12.0,0.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0
b78b3ffd,144.0,179.0,9.0,124.31,19.89,0.0,0.0,0.0,0.0,0.0,49.450518
62474838,14.0,12.0,2.0,85.71,6.0,55.0,93.0,2.0,46.5,10.15,10.2852
3086f7a4,794.0,967.0,44.0,121.79,21.98,2129.0,2467.0,98.0,25.17,6.95,53.53888400000001
e70a0811,0.0,0.0,0.0,0.0,0.0,24.0,21.0,0.0,21.0,5.25,0.0
d6ac6545,237.0,232.0,19.0,97.89,12.21,0.0,0.0,0.0,0.0,0.0,23.904738000000002
0f721006,1060.0,1364.0,80.0,128.68,17.05,3131.0,3802.0,144.0,26.4,7.29,43.87988
a5c2ef8c,5.0,8.0,0.0,160.0,8.0,20.0,23.0,1.0,23.0,6.9,25.6
27fc5808,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,19.0,19.0,0.0
6feb46a4,523.0,674.0,39.0,128.87,17.28,0.0,0.0,0.0,0.0,0.0,44.53747200000001
91b9300b,15.0,7.0,1.0,46.67,7.0,0.0,0.0,0.0,0.0,0.0,6.5338
fdb8ed0d,62.0,65.0,4.0,104.84,16.25,1346.0,1643.0,58.0,28.33,7.32,34.073
c46e9e56,52.0,57.0,4.0,109.62,14.25,0.0,0.0,0.0,0.0,0.0,31.2417
fd2b8c06,115.0,87.0,6.0,75.65,14.5,45.0,67.0,1.0,67.0,8.93,21.938500000000005
9c91218d,29.0,20.0,2.0,68.97,10.0,24.0,17.0,1.0,17.0,4.25,13.794
70542bef,665.0,863.0,35.0,129.77,24.66,0.0,0.0,0.0,0.0,0.0,64.002564
5be810ba,124.0,103.0,7.0,83.06,14.71,139.0,143.0,4.0,35.75,6.17,24.436252000000003
c285c86e,36.0,17.0,4.0,47.22,4.25,509.0,585.0,33.0,17.73,6.9,4.0137
fb27d38c,71.0,56.0,4.0,78.87,14.0,144.0,148.0,8.0,18.5,6.17,22.0836
aceb7654,42.0,33.0,3.0,78.57,11.0,404.0,516.0,18.0,28.67,7.66,17.2854
5b3acc53,14.0,9.0,4.0,64.29,2.25,798.0,1050.0,35.0,30.0,7.89,2.89305
5dbdecf1,26.0,22.0,2.0,84.62,11.0,522.0,674.0,30.0,22.47,7.75,18.616400000000002
9633359f,146.0,162.0,7.0,110.96,23.14,18.0,13.0,0.0,13.0,4.33,51.352288
de4b0555,23.0,19.0,2.0,82.61,9.5,130.0,198.0,5.0,39.6,9.14,15.6959
b018e1eb,16.0,17.0,0.0,106.25,17.0,0.0,0.0,0.0,0.0,0.0,36.125
5fcb6fb1,43.0,35.0,4.0,81.4,8.75,909.0,1143.0,54.0,21.17,7.54,14.245
b529630e,8.0,12.0,2.0,150.0,6.0,112.0,134.0,8.0,16.75,7.18,18.0
7bf34437,0.0,0.0,0.0,0.0,0.0,43.0,48.0,3.0,16.0,6.7,0.0
e1a867df,15.0,8.0,1.0,53.33,8.0,105.0,139.0,5.0,27.8,7.94,8.5328
ac7fa28f,196.0,178.0,8.0,90.82,22.25,0.0,0.0,0.0,0.0,0.0,40.414899999999996
fccf5309,7.0,4.0,0.0,57.14,4.0,19.0,28.0,1.0,28.0,8.84,4.5712
9ac1dc9f,12.0,7.0,1.0,58.33,7.0,172.0,227.0,7.0,32.43,7.92,8.1662
b1d5b43c,9.0,5.0,1.0,55.56,5.0,0.0,0.0,0.0,0.0,0.0,5.556
e00a9155,647.0,793.0,45.0,122.57,17.62,6.0,15.0,0.0,15.0,15.0,43.193667999999995
336a85f6,26.0,16.0,3.0,61.54,5.33,76.0,73.0,2.0,36.5,5.76,6.560163999999999
aa1210d8,210.0,205.0,16.0,97.62,12.81,1296.0,1596.0,68.0,23.47,7.39,25.010244000000004
3b572f28,42.0,41.0,6.0,97.62,6.83,42.0,56.0,2.0,28.0,8.0,13.334892
2f26ac1a,2567.0,3150.0,71.0,122.71,44.37,0.0,0.0,0.0,0.0,0.0,108.89285399999999
2af838ee,36.0,16.0,3.0,44.44,5.33,616.0,887.0,34.0,26.09,8.64,4.737304
ac688e55,223.0,226.0,12.0,101.35,18.83,0.0,0.0,0.0,0.0,0.0,38.168409999999994
cfad138c,689.0,758.0,41.0,110.01,18.49,41.0,77.0,0.0,77.0,11.27,40.681698
0c432afb,3.0,1.0,0.0,33.33,1.0,159.0,219.0,9.0,24.33,8.26,0.6666
90ddee48,9.0,6.0,1.0,66.67,6.0,0.0,0.0,0.0,0.0,0.0,8.000399999999999
6b4593ee,287.0,301.0,23.0,104.88,13.09,88.0,88.0,7.0,12.57,6.0,27.457583999999997
b3213c74,4.0,0.0,1.0,0.0,0.0,81.0,96.0,3.0,32.0,7.11,0.0
78158fc6,0.0,0.0,0.0,0.0,0.0,20.0,45.0,0.0,45.0,13.5,0.0
94f9675c,0.0,0.0,0.0,0.0,0.0,29.0,46.0,0.0,46.0,9.52,0.0
3d6617c6,21.0,7.0,4.0,33.33,1.75,0.0,0.0,0.0,0.0,0.0,1.16655
42172c3c,1658.0,2024.0,80.0,122.07,25.3,1442.0,1563.0,51.0,30.65,6.5,61.76742
93e06301,1346.0,1719.0,69.0,127.71,24.91,265.0,403.0,13.0,31.0,9.12,63.625122000000005
59e99272,5.0,2.0,1.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6
314642ed,43.0,15.0,6.0,34.88,2.5,242.0,258.0,10.0,25.8,6.4,1.744
2af9c105,22.0,32.0,3.0,145.45,10.67,19.0,27.0,0.0,27.0,8.53,31.039029999999997
20481563,79.0,72.0,5.0,91.14,14.4,175.0,178.0,17.0,10.47,6.1,26.24832
3abe1ef6,4.0,2.0,1.0,50.0,2.0,66.0,90.0,1.0,90.0,8.18,2.0
4c7df2c8,244.0,281.0,17.0,115.16,16.53,295.0,401.0,13.0,30.85,8.16,38.071896
9f7932a7,68.0,73.0,4.0,107.35,18.25,0.0,0.0,0.0,0.0,0.0,39.18275
efc04be7,41.0,37.0,4.0,90.24,9.25,542.0,556.0,16.0,34.75,6.15,16.694399999999998
e93b6c95,244.0,288.0,10.0,118.03,28.8,0.0,0.0,0.0,0.0,0.0,67.98528
