ID,Number of Balls Faced,Batting Runs,Dismissals,Batting Strike Rate,Average,Number of Balls Bowled,Runs off Bowling,Wickets,Bowling Strike Rate,Economy,Batting Index
619aa81f,129.0,130.0,7.0,100.78,18.57,0.0,0.0,0.0,0.0,0.0,37.429692
f6c84b9f,166.0,208.0,15.0,125.3,13.87,488.0,647.0,26.0,24.88,7.95,34.758219999999994
ea45f98b,25.0,8.0,2.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,2.56
c33d8116,19.0,23.0,1.0,121.05,23.0,156.0,142.0,10.0,14.2,5.46,55.683
16f4cc7e,13.0,11.0,1.0,84.62,11.0,0.0,0.0,0.0,0.0,0.0,18.616400000000002
7b9b9aef,40.0,35.0,2.0,87.5,17.5,0.0,0.0,0.0,0.0,0.0,30.625
598f5484,4.0,6.0,0.0,150.0,6.0,18.0,26.0,1.0,26.0,8.67,18.0
9b8a3c39,52.0,59.0,2.0,113.46,29.5,412.0,597.0,19.0,31.42,8.69,66.94139999999999
6b64e7a3,11.0,6.0,2.0,54.55,3.0,176.0,190.0,12.0,15.83,6.48,3.2729999999999997
390ff45b,461.0,527.0,26.0,114.32,20.27,507.0,626.0,25.0,25.04,7.41,46.345328
561aff5c,99.0,87.0,3.0,87.88,29.0,12.0,12.0,1.0,12.0,6.0,50.9704
34cb2f69,0.0,0.0,0.0,0.0,0.0,285.0,368.0,19.0,19.37,7.75,0.0
c07a1f41,125.0,96.0,10.0,76.8,9.6,216.0,263.0,8.0,32.88,7.31,14.7456
859d95bb,17.0,12.0,2.0,70.59,6.0,86.0,110.0,5.0,22.0,7.67,8.4708
f5f18a18,10.0,10.0,3.0,100.0,3.33,308.0,354.0,13.0,27.23,6.9,6.66
e1c92333,76.0,71.0,5.0,93.42,14.2,0.0,0.0,0.0,0.0,0.0,26.531279999999995
ec483176,349.0,594.0,11.0,170.2,54.0,265.0,271.0,17.0,15.94,6.14,183.81599999999997
9fd3a210,46.0,40.0,4.0,86.96,10.0,293.0,368.0,18.0,20.44,7.54,17.392
7001dee4,60.0,71.0,4.0,118.33,17.75,0.0,0.0,0.0,0.0,0.0,42.00715
fb23118c,13.0,9.0,0.0,69.23,9.0,48.0,65.0,4.0,16.25,8.12,12.461400000000001
a94e08ea,3078.0,3761.0,139.0,122.19,27.06,0.0,0.0,0.0,0.0,0.0,66.129228
d300d274,168.0,257.0,6.0,152.98,42.83,0.0,0.0,0.0,0.0,0.0,131.042668
bd920a2c,170.0,184.0,8.0,108.24,23.0,0.0,0.0,0.0,0.0,0.0,49.7904
d18f9182,3299.0,4036.0,142.0,122.34,28.42,6.0,8.0,0.0,8.0,8.0,69.53805600000001
a8e56914,36.0,26.0,3.0,72.22,8.67,588.0,788.0,27.0,29.19,8.04,12.522948
59559bc2,228.0,374.0,25.0,164.04,14.96,1073.0,1531.0,48.0,31.9,8.56,49.080768
f54c8804,278.0,274.0,18.0,98.56,15.22,0.0,0.0,0.0,0.0,0.0,30.001664
00029c30,11.0,5.0,0.0,45.45,5.0,66.0,72.0,3.0,24.0,6.55,4.545
2b8b75a0,27.0,28.0,3.0,103.7,9.33,97.0,127.0,4.0,31.75,7.86,19.35042
8291f939,367.0,401.0,22.0,109.26,18.23,113.0,140.0,3.0,46.67,7.43,39.836196
4948a447,417.0,448.0,38.0,107.43,11.79,1518.0,2121.0,72.0,29.46,8.38,25.331993999999998
91c984a1,14.0,18.0,1.0,128.57,18.0,24.0,43.0,0.0,43.0,10.75,46.285199999999996
571f11e4,12.0,7.0,1.0,58.33,7.0,83.0,114.0,3.0,38.0,8.24,8.1662
4d6d6280,693.0,724.0,32.0,104.47,22.62,0.0,0.0,0.0,0.0,0.0,47.26222800000001
aaa5a3a3,20.0,28.0,0.0,140.0,28.0,20.0,26.0,0.0,26.0,7.8,78.4
5af743d0,149.0,146.0,17.0,97.99,8.59,1021.0,1378.0,44.0,31.32,8.1,16.834681999999997
05c2ca46,1363.0,1700.0,88.0,124.72,19.32,3603.0,4190.0,163.0,25.71,6.98,48.191808
eba871dd,71.0,52.0,4.0,73.24,13.0,0.0,0.0,0.0,0.0,0.0,19.042399999999997
94238673,2.0,1.0,0.0,50.0,1.0,227.0,311.0,10.0,31.1,8.22,1.0
58c481c6,2024.0,2578.0,93.0,127.37,27.72,1032.0,1281.0,35.0,36.6,7.45,70.613928
e249fdaa,75.0,53.0,5.0,70.67,10.6,0.0,0.0,0.0,0.0,0.0,14.98204
249abedf,0.0,0.0,0.0,0.0,0.0,18.0,27.0,0.0,27.0,9.0,0.0
79765f6f,197.0,204.0,14.0,103.55,14.57,185.0,254.0,3.0,84.67,8.24,30.17447
3d8feaf8,2466.0,3125.0,99.0,126.72,31.57,1296.0,1697.0,64.0,26.52,7.86,80.011008
7f122e0b,16.0,13.0,1.0,81.25,13.0,0.0,0.0,0.0,0.0,0.0,21.125
7dc35884,4015.0,4752.0,223.0,118.36,21.31,6145.0,6708.0,335.0,20.02,6.55,50.445032
3c338b6a,28.0,21.0,2.0,75.0,10.5,24.0,34.0,0.0,34.0,8.5,15.75
26e5cabf,1506.0,1710.0,62.0,113.55,27.58,45.0,78.0,1.0,78.0,10.4,62.63417999999999
321fcf79,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88228580,28.0,18.0,2.0,64.29,9.0,89.0,89.0,1.0,89.0,6.0,11.5722
e3829b2a,566.0,594.0,22.0,104.95,27.0,0.0,0.0,0.0,0.0,0.0,56.673
3eb26dc4,5.0,3.0,0.0,60.0,3.0,31.0,41.0,1.0,41.0,7.94,3.6
7b0fb3d5,147.0,138.0,13.0,93.88,10.62,0.0,0.0,0.0,0.0,0.0,19.940111999999996
a7e8ff19,38.0,45.0,2.0,118.42,22.5,322.0,450.0,19.0,23.68,8.39,53.288999999999994
f9b9883f,0.0,0.0,0.0,0.0,0.0,46.0,65.0,2.0,32.5,8.48,0.0
14373322,17.0,14.0,2.0,82.35,7.0,110.0,182.0,6.0,30.33,9.93,11.528999999999998
75c8a26b,55.0,66.0,5.0,120.0,13.2,0.0,0.0,0.0,0.0,0.0,31.68
4c4fa80b,120.0,103.0,9.0,85.83,11.44,838.0,908.0,37.0,24.54,6.5,19.637904
c27518d2,571.0,705.0,38.0,123.47,18.55,340.0,487.0,14.0,34.79,8.59,45.80737
addfb70e,77.0,62.0,16.0,80.52,3.88,2559.0,2824.0,136.0,20.76,6.62,6.248352
ae091d39,352.0,423.0,19.0,120.17,22.26,0.0,0.0,0.0,0.0,0.0,53.49968400000001
055be93a,0.0,0.0,0.0,0.0,0.0,181.0,240.0,14.0,17.14,7.96,0.0
1cb14aa4,95.0,105.0,6.0,110.53,17.5,1114.0,1408.0,63.0,22.35,7.58,38.685500000000005
47b4ad09,756.0,1087.0,38.0,143.78,28.61,42.0,49.0,1.0,49.0,7.0,82.270916
7839bf3a,44.0,52.0,5.0,118.18,10.4,157.0,191.0,9.0,21.22,7.3,24.58144
d92d8446,23.0,14.0,2.0,60.87,7.0,229.0,251.0,9.0,27.89,6.58,8.521799999999999
cba5185d,157.0,169.0,14.0,107.64,12.07,252.0,338.0,9.0,37.56,8.05,25.984296
356129f0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,2.0,20.0,13.33,0.0
c13e34f4,849.0,1053.0,50.0,124.03,21.06,0.0,0.0,0.0,0.0,0.0,52.24143599999999
d2ec068c,81.0,66.0,10.0,81.48,6.6,405.0,478.0,22.0,21.73,7.08,10.755360000000001
f99a219a,23.0,35.0,4.0,152.17,8.75,85.0,93.0,4.0,23.25,6.56,26.629749999999998
81a0e294,154.0,173.0,7.0,112.34,24.71,167.0,202.0,10.0,20.2,7.26,55.518428
33328ec7,0.0,0.0,0.0,0.0,0.0,62.0,60.0,2.0,30.0,5.81,0.0
d8e79af0,84.0,75.0,6.0,89.29,12.5,124.0,105.0,10.0,10.5,5.08,22.3225
409ce380,189.0,176.0,12.0,93.12,14.67,0.0,0.0,0.0,0.0,0.0,27.321408
20b559ab,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
092ccf20,23.0,9.0,4.0,39.13,2.25,12.0,15.0,0.0,15.0,7.5,1.76085
62175638,462.0,565.0,28.0,122.29,20.18,935.0,1123.0,48.0,23.4,7.21,49.356244000000004
8716233e,224.0,186.0,18.0,83.04,10.33,0.0,0.0,0.0,0.0,0.0,17.156064
74b02e0c,11.0,7.0,1.0,63.64,7.0,171.0,196.0,10.0,19.6,6.88,8.909600000000001
479f9b04,283.0,333.0,22.0,117.67,15.14,125.0,205.0,9.0,22.78,9.84,35.630476
11ec0b58,15.0,13.0,0.0,86.67,13.0,135.0,181.0,3.0,60.33,8.04,22.534200000000002
9c9f8dbc,1493.0,1698.0,79.0,113.73,21.49,329.0,420.0,10.0,42.0,7.66,48.881153999999995
531f0278,187.0,167.0,19.0,89.3,8.79,1996.0,2337.0,121.0,19.31,7.03,15.698939999999999
caf1b14c,100.0,92.0,10.0,92.0,9.2,109.0,158.0,2.0,79.0,8.7,16.928
fb3e0d39,256.0,300.0,16.0,117.19,18.75,510.0,652.0,16.0,40.75,7.67,43.94625
92075cdc,130.0,143.0,5.0,110.0,28.6,19.0,28.0,1.0,28.0,8.84,62.92
710dd98c,1735.0,2146.0,65.0,123.69,33.02,0.0,0.0,0.0,0.0,0.0,81.684876
92aeac25,5091.0,7370.0,238.0,144.77,30.97,0.0,0.0,0.0,0.0,0.0,89.670538
568e5a4a,173.0,224.0,10.0,129.48,22.4,542.0,599.0,30.0,19.97,6.63,58.00703999999999
df1f2f29,42.0,48.0,3.0,114.29,16.0,0.0,0.0,0.0,0.0,0.0,36.5728
90f9aedf,82.0,43.0,3.0,52.44,14.33,0.0,0.0,0.0,0.0,0.0,15.029304
ad37baac,6.0,7.0,2.0,116.67,3.5,119.0,87.0,7.0,12.43,4.39,8.1669
0827b38d,270.0,247.0,20.0,91.48,12.35,0.0,0.0,0.0,0.0,0.0,22.59556
452e7e96,0.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,22.0,6.6,0.0
6df8d190,31.0,32.0,2.0,103.23,16.0,0.0,0.0,0.0,0.0,0.0,33.0336
e66732f8,327.0,400.0,18.0,122.32,22.22,0.0,0.0,0.0,0.0,0.0,54.359007999999996
9418198b,67.0,64.0,6.0,95.52,10.67,0.0,0.0,0.0,0.0,0.0,20.383968
56c205b7,470.0,478.0,19.0,101.7,25.16,0.0,0.0,0.0,0.0,0.0,51.17544
49299473,83.0,81.0,5.0,97.59,16.2,194.0,300.0,5.0,60.0,9.28,31.61916
e938e1bc,339.0,347.0,37.0,102.36,9.38,2796.0,3296.0,98.0,33.63,7.07,19.202736
15de1f5d,50.0,46.0,6.0,92.0,7.67,850.0,1103.0,49.0,22.51,7.79,14.1128
350bb1b1,151.0,175.0,18.0,115.89,9.72,1875.0,2262.0,90.0,25.13,7.24,22.529016000000002
64fb6b15,25.0,21.0,4.0,84.0,5.25,697.0,754.0,38.0,19.84,6.49,8.82
a81d6706,1275.0,1576.0,53.0,123.61,29.74,18.0,30.0,1.0,30.0,10.0,73.523228
44f5a3e4,71.0,45.0,4.0,63.38,11.25,187.0,209.0,10.0,20.9,6.71,14.2605
5b040b81,10.0,2.0,4.0,20.0,0.5,486.0,603.0,28.0,21.54,7.44,0.2
9784fb60,84.0,45.0,7.0,53.57,6.43,54.0,76.0,1.0,76.0,8.44,6.889101999999999
4b4d1957,2.0,1.0,0.0,50.0,1.0,31.0,41.0,1.0,41.0,7.94,1.0
1da489ff,1.0,0.0,1.0,0.0,0.0,210.0,291.0,6.0,48.5,8.31,0.0
20a941bb,35.0,23.0,4.0,65.71,5.75,568.0,718.0,23.0,31.22,7.58,7.556649999999999
78feb458,68.0,44.0,5.0,64.71,8.8,0.0,0.0,0.0,0.0,0.0,11.388959999999999
0aadc906,97.0,92.0,8.0,94.85,11.5,0.0,0.0,0.0,0.0,0.0,21.815499999999997
a9fd84fb,30.0,27.0,3.0,90.0,9.0,347.0,479.0,16.0,29.94,8.28,16.2
93f104b4,0.0,0.0,0.0,0.0,0.0,21.0,10.0,1.0,10.0,2.86,0.0
3cf5ae43,202.0,231.0,20.0,114.36,11.55,1441.0,1836.0,83.0,22.12,7.64,26.417160000000003
5239d782,79.0,80.0,7.0,101.27,11.43,951.0,1327.0,51.0,26.02,8.37,23.150321999999996
98eacfe5,210.0,252.0,22.0,120.0,11.45,1349.0,1678.0,66.0,25.42,7.46,27.48
c96311d4,760.0,777.0,29.0,102.24,26.79,0.0,0.0,0.0,0.0,0.0,54.780192
ecf7bbc9,48.0,71.0,1.0,147.92,71.0,260.0,343.0,8.0,42.88,7.92,210.0464
5f26f677,2224.0,2946.0,104.0,132.46,28.33,0.0,0.0,0.0,0.0,0.0,75.05183600000001
125bba96,39.0,43.0,3.0,110.26,14.33,124.0,125.0,5.0,25.0,6.05,31.600516000000002
9b75e4f1,1.0,0.0,1.0,0.0,0.0,21.0,37.0,1.0,37.0,10.57,0.0
e6ddab51,8.0,16.0,1.0,200.0,16.0,50.0,29.0,2.0,14.5,3.48,64.0
5bd3bb5d,36.0,22.0,2.0,61.11,11.0,0.0,0.0,0.0,0.0,0.0,13.4442
bb345e0b,4342.0,5149.0,169.0,118.59,30.47,0.0,0.0,0.0,0.0,0.0,72.26874600000001
0a67aec0,2.0,0.0,1.0,0.0,0.0,119.0,199.0,5.0,39.8,10.03,0.0
54b516fa,1.0,1.0,0.0,100.0,1.0,36.0,49.0,0.0,49.0,8.17,2.0
d83df855,22.0,27.0,1.0,122.73,27.0,33.0,59.0,1.0,59.0,10.73,66.27420000000001
81898acc,77.0,56.0,3.0,72.73,18.67,80.0,76.0,4.0,19.0,5.7,27.157382000000002
50ceaef6,58.0,84.0,0.0,144.83,84.0,0.0,0.0,0.0,0.0,0.0,243.31440000000003
3967b66f,14.0,14.0,1.0,100.0,14.0,71.0,51.0,3.0,17.0,4.31,28.0
5b16a806,98.0,76.0,9.0,77.55,8.44,868.0,1148.0,34.0,33.76,7.94,13.09044
a7553f15,57.0,74.0,3.0,129.82,24.67,43.0,74.0,1.0,74.0,10.33,64.053188
eb4f9c61,33.0,26.0,3.0,78.79,8.67,168.0,187.0,9.0,20.78,6.68,13.662186000000002
49f6d023,2.0,1.0,0.0,50.0,1.0,42.0,29.0,2.0,14.5,4.14,1.0
bbbb7f1e,11.0,13.0,1.0,118.18,13.0,554.0,717.0,23.0,31.17,7.77,30.726800000000004
8eb611d0,94.0,58.0,6.0,61.7,9.67,752.0,800.0,45.0,17.78,6.38,11.932780000000001
245c97cb,104.0,99.0,15.0,95.19,6.6,3004.0,3578.0,162.0,22.09,7.15,12.565079999999998
7cdecc31,7.0,2.0,4.0,28.57,0.5,206.0,334.0,11.0,30.36,9.73,0.2857
ebd1ab1f,123.0,110.0,3.0,89.43,36.67,0.0,0.0,0.0,0.0,0.0,65.587962
b0081e62,575.0,717.0,34.0,124.7,21.09,0.0,0.0,0.0,0.0,0.0,52.59846
af2c687b,4793.0,6493.0,207.0,135.47,31.37,395.0,580.0,17.0,34.12,8.81,84.99387800000001
0b581ed6,28.0,29.0,2.0,103.57,14.5,140.0,145.0,9.0,16.11,6.21,30.035299999999996
0daf3ffc,27.0,5.0,2.0,18.52,2.5,190.0,161.0,7.0,23.0,5.08,0.9259999999999999
5b658677,23.0,9.0,3.0,39.13,3.0,0.0,0.0,0.0,0.0,0.0,2.3478000000000003
f208fe04,7.0,8.0,0.0,114.29,8.0,0.0,0.0,0.0,0.0,0.0,18.2864
f4427cc6,442.0,512.0,32.0,115.84,16.0,0.0,0.0,0.0,0.0,0.0,37.0688
74234d66,18.0,24.0,1.0,133.33,24.0,25.0,48.0,1.0,48.0,11.52,63.998400000000004
ba158afd,42.0,27.0,2.0,64.29,13.5,207.0,327.0,10.0,32.7,9.48,17.3583
2c2013a9,3.0,2.0,1.0,66.67,2.0,19.0,11.0,1.0,11.0,3.47,2.6668000000000003
dce2019b,1733.0,2325.0,60.0,134.16,38.75,100.0,140.0,5.0,28.0,8.4,103.97399999999999
7a7c7e57,32.0,24.0,2.0,75.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0
96fd40ae,105.0,69.0,13.0,65.71,5.31,2583.0,3157.0,140.0,22.55,7.33,6.978401999999999
3300d23c,207.0,255.0,11.0,123.19,23.18,81.0,115.0,2.0,57.5,8.52,57.110884
552b228c,333.0,303.0,16.0,90.99,18.94,179.0,236.0,5.0,47.2,7.91,34.467012
fd8a9b23,103.0,103.0,9.0,100.0,11.44,117.0,158.0,10.0,15.8,8.1,22.88
7daedf2f,53.0,51.0,5.0,96.23,10.2,0.0,0.0,0.0,0.0,0.0,19.63092
29b89ae8,94.0,80.0,8.0,85.11,10.0,1726.0,2023.0,84.0,24.08,7.03,17.022000000000002
82af7861,3.0,5.0,0.0,166.67,5.0,60.0,79.0,3.0,26.33,7.9,16.666999999999998
87ffd217,3.0,1.0,0.0,33.33,1.0,35.0,53.0,1.0,53.0,9.09,0.6666
6e1b1ec0,22.0,27.0,2.0,122.73,13.5,0.0,0.0,0.0,0.0,0.0,33.137100000000004
2dcad6fa,0.0,0.0,0.0,0.0,0.0,74.0,98.0,3.0,32.67,7.95,0.0
c1f6c27e,3.0,1.0,0.0,33.33,1.0,105.0,135.0,7.0,19.29,7.71,0.6666
372455c4,4641.0,6093.0,189.0,131.29,32.24,0.0,0.0,0.0,0.0,0.0,84.655792
6581d753,398.0,487.0,11.0,122.36,44.27,353.0,429.0,14.0,30.64,7.29,108.33754400000002
3204c99f,39.0,32.0,8.0,82.05,4.0,232.0,258.0,11.0,23.45,6.67,6.564
903560ed,176.0,169.0,23.0,96.02,7.35,1345.0,1845.0,78.0,23.65,8.23,14.114939999999999
38189be1,34.0,39.0,4.0,114.71,9.75,141.0,126.0,9.0,14.0,5.36,22.36845
6a2fadd0,122.0,120.0,8.0,98.36,15.0,666.0,926.0,31.0,29.87,8.34,29.508000000000003
ac6be7ed,73.0,48.0,4.0,65.75,12.0,0.0,0.0,0.0,0.0,0.0,15.78
b63e358a,18.0,7.0,2.0,38.89,3.5,0.0,0.0,0.0,0.0,0.0,2.7223
48ad3373,18.0,10.0,1.0,55.56,10.0,159.0,225.0,5.0,45.0,8.49,11.112
607ed7c2,45.0,21.0,6.0,46.67,3.5,609.0,767.0,39.0,19.67,7.56,3.2669
e9987a94,271.0,318.0,18.0,117.34,17.67,1165.0,1648.0,55.0,29.96,8.49,41.467956
00d69fa4,145.0,176.0,8.0,121.38,22.0,101.0,98.0,10.0,9.8,5.82,53.407199999999996
fdcb08c2,7.0,4.0,1.0,57.14,4.0,38.0,64.0,2.0,32.0,10.11,4.5712
ef5cbaf6,21.0,8.0,4.0,38.1,2.0,0.0,0.0,0.0,0.0,0.0,1.524
170f716c,27.0,20.0,3.0,74.07,6.67,0.0,0.0,0.0,0.0,0.0,9.880937999999999
0226b73a,8.0,4.0,0.0,50.0,4.0,194.0,242.0,7.0,34.57,7.48,4.0
7cefb2a2,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,12.0,12.0,0.0
ab965cad,1128.0,1373.0,49.0,121.72,28.02,91.0,170.0,4.0,42.5,11.21,68.211888
863bfcc9,7.0,2.0,0.0,28.57,2.0,13.0,23.0,1.0,23.0,10.62,1.1428
7298fa49,100.0,99.0,4.0,99.0,24.75,0.0,0.0,0.0,0.0,0.0,49.005
69362253,4.0,0.0,1.0,0.0,0.0,6.0,9.0,0.0,9.0,9.0,0.0
b878fc9a,6.0,3.0,1.0,50.0,3.0,18.0,12.0,0.0,12.0,4.0,3.0
e5218454,97.0,104.0,9.0,107.22,11.56,690.0,754.0,37.0,20.38,6.56,24.789264000000003
45a62071,0.0,0.0,0.0,0.0,0.0,15.0,18.0,0.0,18.0,7.2,0.0
647a48da,282.0,326.0,20.0,115.6,16.3,79.0,99.0,3.0,33.0,7.52,37.6856
c57fa67e,43.0,23.0,6.0,53.49,3.83,434.0,462.0,26.0,17.77,6.39,4.097334
a9520ac2,266.0,325.0,13.0,122.18,25.0,44.0,71.0,3.0,23.67,9.68,61.09
607c846c,30.0,41.0,2.0,136.67,20.5,80.0,137.0,1.0,137.0,10.27,56.034699999999994
9dbc77b3,99.0,123.0,6.0,124.24,20.5,0.0,0.0,0.0,0.0,0.0,50.9384
8e367d57,11.0,1.0,1.0,9.09,1.0,0.0,0.0,0.0,0.0,0.0,0.1818
3f9b1a96,151.0,155.0,11.0,102.65,14.09,0.0,0.0,0.0,0.0,0.0,28.92677
e1370b54,2.0,1.0,0.0,50.0,1.0,18.0,6.0,0.0,6.0,2.0,1.0
4a491652,237.0,240.0,11.0,101.27,21.82,407.0,591.0,14.0,42.21,8.71,44.194228
e9a870ed,12.0,2.0,6.0,16.67,0.33,698.0,799.0,39.0,20.49,6.87,0.11002200000000002
95c2d309,140.0,133.0,4.0,95.0,33.25,25.0,38.0,1.0,38.0,9.12,63.175
0f72f582,136.0,117.0,5.0,86.03,23.4,0.0,0.0,0.0,0.0,0.0,40.26204
f88dc8de,337.0,357.0,11.0,105.93,32.45,0.0,0.0,0.0,0.0,0.0,68.74857000000002
ef141f36,142.0,136.0,7.0,95.77,19.43,163.0,130.0,5.0,26.0,4.79,37.216221999999995
912f472c,0.0,0.0,0.0,0.0,0.0,24.0,37.0,1.0,37.0,9.25,0.0
b215a7be,11.0,13.0,2.0,118.18,6.5,124.0,102.0,10.0,10.2,4.94,15.363400000000002
902d916b,0.0,0.0,0.0,0.0,0.0,49.0,73.0,2.0,36.5,8.94,0.0
1427277f,1.0,0.0,0.0,0.0,0.0,172.0,226.0,8.0,28.25,7.88,0.0
45c2196c,47.0,38.0,5.0,80.85,7.6,1810.0,2213.0,93.0,23.8,7.34,12.2892
fc55ec67,246.0,259.0,19.0,105.28,13.63,944.0,1006.0,62.0,16.23,6.39,28.699328
08a935b0,9.0,5.0,1.0,55.56,5.0,0.0,0.0,0.0,0.0,0.0,5.556
561f3a34,0.0,0.0,0.0,0.0,0.0,65.0,103.0,7.0,14.71,9.51,0.0
70b8fd28,1526.0,2299.0,78.0,150.66,29.47,441.0,536.0,21.0,25.52,7.29,88.79900399999998
955e8e86,215.0,271.0,13.0,126.05,20.85,185.0,224.0,11.0,20.36,7.26,52.56285
20ac8219,4.0,1.0,1.0,25.0,1.0,154.0,119.0,9.0,13.22,4.64,0.5
9025e58f,47.0,51.0,4.0,108.51,12.75,375.0,321.0,13.0,24.69,5.14,27.67005
86cd782f,94.0,71.0,7.0,75.53,10.14,24.0,30.0,0.0,30.0,7.5,15.317484000000002
390c914c,0.0,0.0,0.0,0.0,0.0,168.0,206.0,10.0,20.6,7.36,0.0
1283e17b,26.0,10.0,2.0,38.46,5.0,0.0,0.0,0.0,0.0,0.0,3.846
75de770f,185.0,196.0,10.0,105.95,19.6,24.0,41.0,0.0,41.0,10.25,41.53240000000001
d6055cb9,0.0,0.0,0.0,0.0,0.0,12.0,24.0,2.0,12.0,12.0,0.0
eaa76d3c,110.0,108.0,8.0,98.18,13.5,30.0,37.0,2.0,18.5,7.4,26.5086
782c0568,1342.0,1754.0,64.0,130.7,27.41,0.0,0.0,0.0,0.0,0.0,71.64974
b7d1eadd,7.0,2.0,0.0,28.57,2.0,73.0,88.0,3.0,29.33,7.23,1.1428
ddcd1520,43.0,53.0,5.0,123.26,10.6,182.0,223.0,10.0,22.3,7.35,26.13112
977b841a,483.0,566.0,26.0,117.18,21.77,0.0,0.0,0.0,0.0,0.0,51.020172
81efec30,132.0,152.0,11.0,115.15,13.82,0.0,0.0,0.0,0.0,0.0,31.827460000000002
0404d43c,1860.0,2237.0,109.0,120.27,20.52,0.0,0.0,0.0,0.0,0.0,49.358807999999996
7429c452,3.0,1.0,1.0,33.33,1.0,105.0,135.0,9.0,15.0,7.71,0.6666
6b46ce43,9.0,12.0,0.0,133.33,12.0,179.0,167.0,10.0,16.7,5.6,31.999200000000002
2182013e,24.0,18.0,4.0,75.0,4.5,124.0,204.0,4.0,51.0,9.87,6.75
78f34e15,0.0,0.0,0.0,0.0,0.0,78.0,116.0,6.0,19.33,8.92,0.0
c672e80e,678.0,859.0,39.0,126.7,22.03,1168.0,1612.0,55.0,29.31,8.28,55.82402
7be8a0ed,117.0,117.0,11.0,100.0,10.64,2264.0,2962.0,111.0,26.68,7.85,21.28
1a37008a,130.0,115.0,7.0,88.46,16.43,0.0,0.0,0.0,0.0,0.0,29.067956
ef4f539a,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8b8745fd,0.0,0.0,0.0,0.0,0.0,45.0,49.0,4.0,12.25,6.53,0.0
bd3cecc6,26.0,33.0,2.0,126.92,16.5,31.0,42.0,0.0,42.0,8.13,41.883599999999994
ecf9fb2e,17.0,21.0,1.0,123.53,21.0,0.0,0.0,0.0,0.0,0.0,51.882600000000004
c31adb5c,199.0,254.0,7.0,127.64,36.29,0.0,0.0,0.0,0.0,0.0,92.64111199999999
2df874e6,6.0,13.0,0.0,216.67,13.0,125.0,155.0,3.0,51.67,7.44,56.3342
a40ac203,6.0,1.0,1.0,16.67,1.0,95.0,131.0,4.0,32.75,8.27,0.33340000000000003
c725d464,6.0,1.0,1.0,16.67,1.0,0.0,0.0,0.0,0.0,0.0,0.33340000000000003
74be2916,91.0,77.0,4.0,84.62,19.25,0.0,0.0,0.0,0.0,0.0,32.578700000000005
0ecf791e,104.0,125.0,7.0,120.19,17.86,33.0,44.0,0.0,44.0,8.0,42.931867999999994
e9bdb79b,97.0,60.0,3.0,61.86,20.0,0.0,0.0,0.0,0.0,0.0,24.744
a1448a10,187.0,213.0,13.0,113.9,16.38,39.0,46.0,2.0,23.0,7.08,37.31364
9e707e02,371.0,465.0,28.0,125.34,16.61,0.0,0.0,0.0,0.0,0.0,41.637947999999994
02e83ac5,519.0,531.0,29.0,102.31,18.31,171.0,206.0,9.0,22.89,7.23,37.465922
622cc511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e04666c,183.0,192.0,8.0,104.92,24.0,0.0,0.0,0.0,0.0,0.0,50.361599999999996
58f01d47,8.0,7.0,1.0,87.5,7.0,176.0,262.0,8.0,32.75,8.93,12.25
0371cc19,0.0,0.0,0.0,0.0,0.0,21.0,22.0,1.0,22.0,6.29,0.0
59792462,75.0,64.0,7.0,85.33,9.14,699.0,932.0,40.0,23.3,8.0,15.598324
7a5f232a,1125.0,1309.0,58.0,116.36,22.57,51.0,56.0,3.0,18.67,6.59,52.524904
bd54eef5,67.0,72.0,2.0,107.46,36.0,0.0,0.0,0.0,0.0,0.0,77.3712
23f2143b,38.0,38.0,6.0,100.0,6.33,256.0,374.0,16.0,23.38,8.77,12.66
e086735b,21.0,12.0,5.0,57.14,2.4,122.0,100.0,6.0,16.67,4.92,2.74272
818c9e0d,1196.0,1502.0,54.0,125.59,27.81,0.0,0.0,0.0,0.0,0.0,69.85315800000001
6042bf26,185.0,179.0,19.0,96.76,9.42,1870.0,2422.0,96.0,25.23,7.77,18.229584
3355b542,4694.0,5959.0,177.0,126.95,33.67,121.0,136.0,9.0,15.11,6.74,85.48813
1c2a64cd,196.0,280.0,15.0,142.86,18.67,270.0,386.0,18.0,21.44,8.58,53.34392400000001
69d03465,1760.0,2208.0,82.0,125.45,26.93,0.0,0.0,0.0,0.0,0.0,67.56737
21946d0d,81.0,46.0,6.0,56.79,7.67,30.0,30.0,0.0,30.0,6.0,8.711586
9a158001,1050.0,1295.0,62.0,123.33,20.89,1924.0,2291.0,100.0,22.91,7.14,51.527274
f4dfcbb4,817.0,979.0,37.0,119.83,26.46,66.0,114.0,3.0,38.0,10.36,63.414036
